date,total_news_articles,keywords_with_news,exchange_rate_available,keyword_stats
2025-09-02,37,14,True,"{'환율': 3, '재정환율': 3, '스프레드': 3, '선물환': 3, 'NDF': 3, '통화선물': 1, '통화옵션': 3, '스왑': 3, '헤지': 3, '외환': 3, '달러인덱스': 3, '헤지 프리미엄': 3, '달러예금': 2, '미국관세': 1}"
