STAT_CODE,STAT_NAME,GRP_CODE,GRP_NAME,ITEM_CODE,ITEM_NAME,P_ITEM_CODE,P_ITEM_NAME,CYCLE,START_TIME,END_TIME,DATA_CNT,UNIT_NAME,WEIGHT
102Y004,"1.1.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",Group1,계정항목,ABA1,"본원통화(평잔,계절조정계열)",,,A,2002,2024,23,십억원,
102Y004,"1.1.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",Group1,계정항목,ABA1,"본원통화(평잔,계절조정계열)",,,M,200112,202506,283,십억원,
102Y004,"1.1.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",Group1,계정항목,ABA104,현금통화,ABA1,"본원통화(평잔,계절조정계열)",A,2002,2024,23,십억원,
102Y004,"1.1.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",Group1,계정항목,ABA104,현금통화,ABA1,"본원통화(평잔,계절조정계열)",M,200112,202506,283,십억원,
102Y004,"1.1.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",Group1,계정항목,ABA103,중앙은행 대 예금취급기관부채,ABA1,"본원통화(평잔,계절조정계열)",A,2002,2024,23,십억원,
102Y004,"1.1.1.1.1. 본원통화 구성내역(평잔, 계절조정계열)",Group1,계정항목,ABA103,중앙은행 대 예금취급기관부채,ABA1,"본원통화(평잔,계절조정계열)",M,200112,202506,283,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA1,"본원통화(평잔, 원계열)",,,A,1971,2024,54,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA1,"본원통화(평잔, 원계열)",,,M,197101,202506,654,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA1,"본원통화(평잔, 원계열)",,,Q,1971Q1,2025Q2,218,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA103,현금통화,ABA1,"본원통화(평잔, 원계열)",A,2002,2024,23,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA103,현금통화,ABA1,"본원통화(평잔, 원계열)",M,200201,202506,282,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA103,현금통화,ABA1,"본원통화(평잔, 원계열)",Q,2002Q1,2025Q2,94,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA104,중앙은행 대 예금취급기관부채,ABA1,"본원통화(평잔, 원계열)",A,2002,2024,23,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA104,중앙은행 대 예금취급기관부채,ABA1,"본원통화(평잔, 원계열)",M,200201,202506,282,십억원,
102Y002,"1.1.1.1.2. 본원통화 구성내역(평잔, 원계열)",Group1,계정항목,ABA104,중앙은행 대 예금취급기관부채,ABA1,"본원통화(평잔, 원계열)",Q,2002Q1,2025Q2,94,십억원,
102Y003,"1.1.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",Group1,계정항목,ABA2,"본원통화(말잔,계절조정계열)",,,A,2002,2024,23,십억원,
102Y003,"1.1.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",Group1,계정항목,ABA2,"본원통화(말잔,계절조정계열)",,,M,200112,202506,283,십억원,
102Y003,"1.1.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",Group1,계정항목,ABA203,중앙은행 대 예금취급기관부채,ABA2,"본원통화(말잔,계절조정계열)",A,2002,2024,23,십억원,
102Y003,"1.1.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",Group1,계정항목,ABA203,중앙은행 대 예금취급기관부채,ABA2,"본원통화(말잔,계절조정계열)",M,200112,202506,283,십억원,
102Y003,"1.1.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",Group1,계정항목,ABA204,현금통화,ABA2,"본원통화(말잔,계절조정계열)",A,2002,2024,23,십억원,
102Y003,"1.1.1.1.3. 본원통화 구성내역(말잔, 계절조정계열)",Group1,계정항목,ABA204,현금통화,ABA2,"본원통화(말잔,계절조정계열)",M,200112,202506,283,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA2,"본원통화(말잔, 원계열)",,,A,1960,2024,65,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA2,"본원통화(말잔, 원계열)",,,M,196001,202506,786,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA2,"본원통화(말잔, 원계열)",,,Q,1960Q1,2025Q2,262,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA203,현금통화,ABA2,"본원통화(말잔, 원계열)",A,2002,2024,23,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA203,현금통화,ABA2,"본원통화(말잔, 원계열)",M,200201,202506,282,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA203,현금통화,ABA2,"본원통화(말잔, 원계열)",Q,2002Q1,2025Q2,94,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA204,중앙은행 대 예금취급기관부채,ABA2,"본원통화(말잔, 원계열)",A,2002,2024,23,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA204,중앙은행 대 예금취급기관부채,ABA2,"본원통화(말잔, 원계열)",M,200201,202506,282,십억원,
102Y001,"1.1.1.1.4. 본원통화 구성내역(말잔, 원계열)",Group1,계정항목,ABA204,중앙은행 대 예금취급기관부채,ABA2,"본원통화(말잔, 원계열)",Q,2002Q1,2025Q2,94,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS00,"M1(평잔, 계절조정계열)",,,A,1970,2024,55,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS00,"M1(평잔, 계절조정계열)",,,M,197001,202506,666,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS01,현금통화,BBLS00,"M1(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS01,현금통화,BBLS00,"M1(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS02,요구불예금,BBLS00,"M1(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS02,요구불예금,BBLS00,"M1(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS03,수시입출식저축성예금,BBLS00,"M1(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y018,"1.1.2.1.1. M1 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBLS03,수시입출식저축성예금,BBLS00,"M1(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA00,"M1(평잔, 원계열)",,,A,1970,2024,55,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA00,"M1(평잔, 원계열)",,,M,197001,202506,666,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA00,"M1(평잔, 원계열)",,,Q,1970Q1,2025Q2,222,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA01,현금통화,BBLA00,"M1(평잔, 원계열)",A,1986,2024,39,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA01,현금통화,BBLA00,"M1(평잔, 원계열)",M,198601,202506,474,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA01,현금통화,BBLA00,"M1(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA02,요구불예금,BBLA00,"M1(평잔, 원계열)",A,1986,2024,39,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA02,요구불예금,BBLA00,"M1(평잔, 원계열)",M,198601,202506,474,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA02,요구불예금,BBLA00,"M1(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA03,수시입출식저축성예금,BBLA00,"M1(평잔, 원계열)",A,1986,2024,39,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA03,수시입출식저축성예금,BBLA00,"M1(평잔, 원계열)",M,198601,202506,474,십억원,
101Y019,"1.1.2.1.2. M1 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBLA03,수시입출식저축성예금,BBLA00,"M1(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS00,"M1(말잔, 계절조정계열)",,,A,1970,2024,55,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS00,"M1(말잔, 계절조정계열)",,,M,197001,202506,666,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS01,현금통화,BBKS00,"M1(말잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS01,현금통화,BBKS00,"M1(말잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS02,요구불예금,BBKS00,"M1(말잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS02,요구불예금,BBKS00,"M1(말잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS03,수시입출식저축성예금,BBKS00,"M1(말잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y016,"1.1.2.1.3. M1 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBKS03,수시입출식저축성예금,BBKS00,"M1(말잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA00,"M1(말잔, 원계열)",,,A,1960,2024,65,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA00,"M1(말잔, 원계열)",,,M,196001,202506,786,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA00,"M1(말잔, 원계열)",,,Q,1960Q1,2025Q2,262,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA01,현금통화,BBKA00,"M1(말잔, 원계열)",A,1960,2024,65,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA01,현금통화,BBKA00,"M1(말잔, 원계열)",M,196001,202506,786,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA01,현금통화,BBKA00,"M1(말잔, 원계열)",Q,1960Q1,2025Q2,262,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA02,요구불예금,BBKA00,"M1(말잔, 원계열)",A,1960,2024,65,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA02,요구불예금,BBKA00,"M1(말잔, 원계열)",M,196001,202506,786,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA02,요구불예금,BBKA00,"M1(말잔, 원계열)",Q,1960Q1,2025Q2,262,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA03,수시입출식저축성예금,BBKA00,"M1(말잔, 원계열)",A,1978,2024,47,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA03,수시입출식저축성예금,BBKA00,"M1(말잔, 원계열)",M,197808,202506,563,십억원,
101Y017,"1.1.2.1.4. M1 상품별 구성내역(말잔, 원계열)",Group1,계정항목,BBKA03,수시입출식저축성예금,BBKA00,"M1(말잔, 원계열)",Q,1978Q3,2025Q2,188,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS00,"M2(평잔, 계절조정계열)",,,A,1986,2024,39,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS00,"M2(평잔, 계절조정계열)",,,M,198601,202506,474,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS01,현금통화,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS01,현금통화,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS02,요구불예금,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS02,요구불예금,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS03,수시입출식저축성예금,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS03,수시입출식저축성예금,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS04,MMF,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS04,MMF,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS05,만기2년미만정기예적금,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS05,만기2년미만정기예적금,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS06,수익증권,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS06,수익증권,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS07,시장형상품 1),BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS07,시장형상품 1),BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS08,만기2년미만금융채,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS08,만기2년미만금융채,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS09,만기2년미만금전신탁,BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS09,만기2년미만금전신탁,BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS10,기타 2),BBHS00,"M2(평잔, 계절조정계열)",A,2002,2024,23,십억원,
101Y003,"1.1.3.1.1. M2 상품별 구성내역(평잔, 계절조정계열)",Group1,계정항목,BBHS10,기타 2),BBHS00,"M2(평잔, 계절조정계열)",M,200112,202506,283,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA00,"M2(평잔, 원계열)",,,A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA00,"M2(평잔, 원계열)",,,M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA00,"M2(평잔, 원계열)",,,Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA01,현금통화,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA01,현금통화,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA01,현금통화,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA02,요구불예금,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA02,요구불예금,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA02,요구불예금,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA03,수시입출식저축성예금,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA03,수시입출식저축성예금,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA03,수시입출식저축성예금,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA04,MMF,BBHA00,"M2(평잔, 원계열)",A,1996,2024,29,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA04,MMF,BBHA00,"M2(평잔, 원계열)",M,199609,202506,346,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA04,MMF,BBHA00,"M2(평잔, 원계열)",Q,1996Q3,2025Q2,116,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA05,만기2년미만정기예적금,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA05,만기2년미만정기예적금,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA05,만기2년미만정기예적금,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA06,양도성예금증서,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA06,양도성예금증서,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA06,양도성예금증서,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA07,매출어음,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA07,매출어음,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA07,매출어음,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA08,CMA,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA08,CMA,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA08,CMA,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA09,수익증권,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA09,수익증권,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA09,수익증권,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA10,만기2년미만금전신탁,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA10,만기2년미만금전신탁,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA10,만기2년미만금전신탁,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA11,발행어음,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA11,발행어음,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA11,발행어음,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA12,신탁형증권저축,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA12,신탁형증권저축,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA12,신탁형증권저축,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA13,만기2년미만외화예수금,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA13,만기2년미만외화예수금,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA13,만기2년미만외화예수금,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA14,만기2년미만금융채,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA14,만기2년미만금융채,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA14,만기2년미만금융채,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA15,환매조건부채권매도,BBHA00,"M2(평잔, 원계열)",A,1986,2024,39,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA15,환매조건부채권매도,BBHA00,"M2(평잔, 원계열)",M,198601,202506,474,십억원,
101Y004,"1.1.3.1.2. M2 상품별 구성내역(평잔, 원계열)",Group1,계정항목,BBHA15,환매조건부채권매도,BBHA00,"M2(평잔, 원계열)",Q,1986Q1,2025Q2,158,십억원,
101Y001,"1.1.3.1.3. M2 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBGS00,"M2(말잔, 계절조정계열)",,,A,1970,2024,55,십억원,
101Y001,"1.1.3.1.3. M2 상품별 구성내역(말잔, 계절조정계열)",Group1,계정항목,BBGS00,"M2(말잔, 계절조정계열)",,,M,197001,202506,666,십억원,
