date,usdkrw,미국수출금액,미국수입금액,외환보유액,미국외환보유액,한국은행기준금리,정부대출금금리,시장금리,소비자물가지수,수출물가지수,수입물가지수,경제성장률,미국경제성장률,gdp,us_gdp,주가지수,미국주가지수,한국금리,미국금리
2020-11-07,1130.9,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.51,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-08,1130.9,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.51,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-09,1124.4,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.5,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-10,1115.6,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.49,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-11,1115.9,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.48,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-12,1112.4,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.48,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-13,1113.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.48,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-14,1113.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.48,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-15,1113.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.48,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-16,1115.1,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.48,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-17,1108.0,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.49,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-18,1106.8,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.48,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-19,1105.9,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.49,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-20,1112.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.49,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-21,1112.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.49,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-22,1112.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.49,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-23,1114.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.51,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-24,1112.6,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.52,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-25,1111.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.51,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-26,1107.2,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.53,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-27,1105.8,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.52,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-28,1105.8,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.52,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-29,1105.8,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.52,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-11-30,1104.4,6664272.0,4188104.0,436377.0,141668.84,0.5,0.736,0.6,100.09,97.42,96.19,-0.7,-2.163,1744070.2,21354105.0,124.5,128.2,1.61,0.87
2020-12-01,1104.9,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.51,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-02,1107.1,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-03,1103.3,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-04,1098.1,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-05,1098.1,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-06,1098.1,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-07,1086.6,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.46,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-08,1082.7,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.45,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-09,1084.4,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-10,1083.6,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.49,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-11,1086.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.5,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-12,1086.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.5,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-13,1086.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.5,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-14,1089.3,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.5,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-15,1090.8,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.49,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-16,1093.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.49,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-17,1092.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-18,1092.8,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-19,1092.8,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-20,1092.8,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.48,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-21,1097.9,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.51,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-22,1101.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.52,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-23,1106.6,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.56,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-24,1108.9,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.55,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-25,1108.9,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.55,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-26,1108.9,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.55,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-27,1108.9,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.55,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-28,1103.7,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.55,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-29,1098.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.54,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-30,1093.2,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.57,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2020-12-31,1088.0,7157647.0,4910784.0,443098.0,145752.46,0.5,0.736,0.61,100.33,97.99,98.16,-0.7,-2.163,1744070.2,21354105.0,137.4,134.6,1.68,0.93
2021-01-01,1088.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.61,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-02,1088.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.61,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-03,1088.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.61,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-04,1088.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.53,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-05,1083.1,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-06,1086.1,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-07,1086.8,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.49,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-08,1087.7,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-09,1087.7,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-10,1087.7,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-11,1094.4,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.51,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-12,1097.8,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-13,1099.9,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.49,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-14,1095.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.49,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-15,1100.3,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.5,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-16,1100.3,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.5,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-17,1100.3,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.5,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-18,1097.9,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.51,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-19,1104.4,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-20,1102.1,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-21,1100.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-22,1099.2,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.49,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-23,1099.2,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.49,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-24,1099.2,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.49,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-25,1102.3,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.48,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-26,1103.2,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.51,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-27,1103.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.45,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-28,1104.0,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.46,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-29,1114.6,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.52,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-30,1114.6,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.52,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-01-31,1114.6,8412355.0,5018162.0,442728.0,144771.47,0.5,0.756,0.52,101.04,106.74,108.12,4.613,6.055,1942313.6,23681171.0,153.1,138.8,1.73,1.08
2021-02-01,1117.2,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-02,1118.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.47,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-03,1116.6,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.45,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-04,1114.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.47,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-05,1116.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.46,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-06,1116.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.46,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-07,1116.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.46,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-08,1124.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.48,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-09,1119.1,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-10,1116.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-11,1116.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-12,1116.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-13,1116.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-14,1116.0,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-15,1110.1,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-16,1103.1,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.5,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-17,1099.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.47,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-18,1107.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-19,1105.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.51,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-20,1105.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.51,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-21,1105.7,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.51,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-22,1107.1,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.5,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-23,1106.5,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.49,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-24,1110.8,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.5,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-25,1110.2,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.52,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-26,1108.4,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.59,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-27,1108.4,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.59,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-02-28,1108.4,6396235.0,5761028.0,447557.0,143696.74,0.5,0.756,0.59,101.58,103.68,106.28,4.613,6.055,1942313.6,23681171.0,153.8,142.3,1.85,1.26
2021-03-01,1108.4,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.59,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-02,1121.8,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-03,1121.3,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-04,1122.9,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.45,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-05,1126.2,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-06,1126.2,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-07,1126.2,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-08,1129.4,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.48,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-09,1131.3,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.52,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-10,1141.1,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.49,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-11,1140.7,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.5,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-12,1137.3,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.53,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-13,1137.3,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.53,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-14,1137.3,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.53,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-15,1130.7,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.51,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-16,1135.9,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-17,1132.5,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.46,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-18,1131.8,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.48,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-19,1123.7,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-20,1123.7,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-21,1123.7,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-22,1131.8,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-23,1131.3,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.49,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-24,1128.0,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-25,1133.5,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.51,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-26,1134.2,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.48,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-27,1134.2,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.48,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-28,1134.2,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.48,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-29,1131.8,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.47,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-30,1131.7,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.49,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-03-31,1133.5,7970756.0,6221033.0,446127.0,141369.81,0.5,0.756,0.59,101.84,107.43,109.97,4.613,6.055,1942313.6,23681171.0,150.7,145.0,2.04,1.61
2021-04-01,1132.6,7557229.0,6440357.0,452310.0,141191.51,0.5,0.601,0.45,101.98,110.26,109.72,4.613,6.055,1942313.6,23681171.0,157.4,150.3,2.04,1.64
