date,total_news_articles,keywords_with_news,exchange_rate_available,keyword_stats
2025-08-25,32,13,True,"{'환율': 3, '재정환율': 3, '스프레드': 3, '거래위험': 1, '선물환': 3, 'NDF': 3, '스왑': 3, '헤지': 3, '외환': 3, '금리평가': 1, '달러인덱스': 3, '헤지 프리미엄': 1, '달러예금': 2}"
