date,total_news_articles,keywords_with_news,exchange_rate_available,keyword_stats
2025-08-24,30,11,True,"{'환율': 3, '재정환율': 3, '스프레드': 3, '선물환': 3, 'NDF': 3, '헤지': 3, '외환': 3, '달러인덱스': 3, '달러예금': 2, '자본유출': 3, '미국무역': 1}"
